"rt","stimulus","response","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","microphone_confirmed","device_id","view_history","trial_type_label","estimated_stimulus_onset","audio_upload","stimulus_code","sentence","condition","trial_stage","audio_url","recording_attempt","recording_filename","review_decision","saved_audio_file"
"1360","
          <div class=""recording-instructions-box"">
            <h2>Read the sentence aloud</h2>
            <p>Take a moment to get ready. When you are ready to begin, click the button below to start recording.</p>
            <p class=""sentence-stimulus"">A starfish can release approximately 5 million eggs at once.</p>
          </div>
        ","0","html-button-response","429","1146738","0.0-121.0-0.0","6nhu1nbwba","","","","","","","24F","A starfish can release approximately 5 million eggs at once.","false","sentence_ready","","","","",""
"4986","
          <div class=""recording-instructions-box"">
            <h2>Recording in progress</h2>
            <p>Please read the sentence naturally, then click the button when you are done.</p>
            <p class=""sentence-stimulus"">A starfish can release approximately 5 million eggs at once.</p>
          </div>
        ","null","html-audio-response","430","1151804","0.0-121.0-1.0","6nhu1nbwba","","","","","9","","24F","A starfish can release approximately 5 million eggs at once.","false","sentence_recording","blob:https://charburnham.github.io/9419fdf2-2096-4348-9edb-f43984a130ff","1","6nhu1nbwba_24F_audio.webm","",""
"538","
            <div class=""recording-instructions-box"">
              <h2>Review your recording</h2>
              <p>Listen to your recording for this sentence. If you want, you can record it again before moving on.</p>
              <p class=""sentence-stimulus"">A starfish can release approximately 5 million eggs at once.</p>
              <audio controls src=""blob:https://charburnham.github.io/9419fdf2-2096-4348-9edb-f43984a130ff"" class=""playback-audio""></audio>
            </div>
          ","1","html-button-response","431","1152346","0.0-121.0-2.0","6nhu1nbwba","","","","","","queued","24F","A starfish can release approximately 5 million eggs at once.","false","sentence_review","","1","6nhu1nbwba_24F_audio.webm","accepted","6nhu1nbwba_24F_audio.webm"
"1034","
          <div class=""recording-instructions-box"">
            <h2>Read the sentence aloud</h2>
            <p>Take a moment to get ready. When you are ready to begin, click the button below to start recording.</p>
            <p class=""sentence-stimulus"">The average ruby-throated hummingbird weighs less than a nickel.</p>
          </div>
        ","0","html-button-response","432","1153384","0.0-122.0-0.0","6nhu1nbwba","","","","","","","8T","The average ruby-throated hummingbird weighs less than a nickel.","true","sentence_ready","","","","",""
"4690","
          <div class=""recording-instructions-box"">
            <h2>Recording in progress</h2>
            <p>Please read the sentence naturally, then click the button when you are done.</p>
            <p class=""sentence-stimulus"">The average ruby-throated hummingbird weighs less than a nickel.</p>
          </div>
        ","null","html-audio-response","433","1158154","0.0-122.0-1.0","6nhu1nbwba","","","","","9","","8T","The average ruby-throated hummingbird weighs less than a nickel.","true","sentence_recording","blob:https://charburnham.github.io/c76f98f6-778c-40ef-a55d-a416d53f5894","1","6nhu1nbwba_8T_audio.webm","",""
"626","
            <div class=""recording-instructions-box"">
              <h2>Review your recording</h2>
              <p>Listen to your recording for this sentence. If you want, you can record it again before moving on.</p>
              <p class=""sentence-stimulus"">The average ruby-throated hummingbird weighs less than a nickel.</p>
              <audio controls src=""blob:https://charburnham.github.io/c76f98f6-778c-40ef-a55d-a416d53f5894"" class=""playback-audio""></audio>
            </div>
          ","1","html-button-response","434","1158782","0.0-122.0-2.0","6nhu1nbwba","","","","","","queued","8T","The average ruby-throated hummingbird weighs less than a nickel.","true","sentence_review","","1","6nhu1nbwba_8T_audio.webm","accepted","6nhu1nbwba_8T_audio.webm"
"961","
          <div class=""recording-instructions-box"">
            <h2>Read the sentence aloud</h2>
            <p>Take a moment to get ready. When you are ready to begin, click the button below to start recording.</p>
            <p class=""sentence-stimulus"">If you keep a goldfish in a dark room, it will eventually turn white.</p>
          </div>
        ","0","html-button-response","435","1159747","0.0-123.0-0.0","6nhu1nbwba","","","","","","","13T","If you keep a goldfish in a dark room, it will eventually turn white.","true","sentence_ready","","","","",""
"4880","
          <div class=""recording-instructions-box"">
            <h2>Recording in progress</h2>
            <p>Please read the sentence naturally, then click the button when you are done.</p>
            <p class=""sentence-stimulus"">If you keep a goldfish in a dark room, it will eventually turn white.</p>
          </div>
        ","null","html-audio-response","436","1164703","0.0-123.0-1.0","6nhu1nbwba","","","","","15","","13T","If you keep a goldfish in a dark room, it will eventually turn white.","true","sentence_recording","blob:https://charburnham.github.io/ac6b90d6-31e2-45f3-b38b-28c65a9149c8","1","6nhu1nbwba_13T_audio.webm","",""
"640","
            <div class=""recording-instructions-box"">
              <h2>Review your recording</h2>
              <p>Listen to your recording for this sentence. If you want, you can record it again before moving on.</p>
              <p class=""sentence-stimulus"">If you keep a goldfish in a dark room, it will eventually turn white.</p>
              <audio controls src=""blob:https://charburnham.github.io/ac6b90d6-31e2-45f3-b38b-28c65a9149c8"" class=""playback-audio""></audio>
            </div>
          ","1","html-button-response","437","1165346","0.0-123.0-2.0","6nhu1nbwba","","","","","","queued","13T","If you keep a goldfish in a dark room, it will eventually turn white.","true","sentence_review","","1","6nhu1nbwba_13T_audio.webm","accepted","6nhu1nbwba_13T_audio.webm"
"945","
          <div class=""recording-instructions-box"">
            <h2>Read the sentence aloud</h2>
            <p>Take a moment to get ready. When you are ready to begin, click the button below to start recording.</p>
            <p class=""sentence-stimulus"">The center of a star can be over 75 million degrees Fahrenheit.</p>
          </div>
        ","0","html-button-response","438","1166295","0.0-124.0-0.0","6nhu1nbwba","","","","","","","48F","The center of a star can be over 75 million degrees Fahrenheit.","false","sentence_ready","","","","",""
"4886","
          <div class=""recording-instructions-box"">
            <h2>Recording in progress</h2>
            <p>Please read the sentence naturally, then click the button when you are done.</p>
            <p class=""sentence-stimulus"">The center of a star can be over 75 million degrees Fahrenheit.</p>
          </div>
        ","null","html-audio-response","439","1171272","0.0-124.0-1.0","6nhu1nbwba","","","","","16","","48F","The center of a star can be over 75 million degrees Fahrenheit.","false","sentence_recording","blob:https://charburnham.github.io/9f032635-b782-4a8a-800a-6ead7a4a2fe9","1","6nhu1nbwba_48F_audio.webm","",""
"548","
            <div class=""recording-instructions-box"">
              <h2>Review your recording</h2>
              <p>Listen to your recording for this sentence. If you want, you can record it again before moving on.</p>
              <p class=""sentence-stimulus"">The center of a star can be over 75 million degrees Fahrenheit.</p>
              <audio controls src=""blob:https://charburnham.github.io/9f032635-b782-4a8a-800a-6ead7a4a2fe9"" class=""playback-audio""></audio>
            </div>
          ","1","html-button-response","440","1171823","0.0-124.0-2.0","6nhu1nbwba","","","","","","queued","48F","The center of a star can be over 75 million degrees Fahrenheit.","false","sentence_review","","1","6nhu1nbwba_48F_audio.webm","accepted","6nhu1nbwba_48F_audio.webm"
"944","
          <div class=""recording-instructions-box"">
            <h2>Read the sentence aloud</h2>
            <p>Take a moment to get ready. When you are ready to begin, click the button below to start recording.</p>
            <p class=""sentence-stimulus"">Only female mosquitoes bite.</p>
          </div>
        ","0","html-button-response","441","1172771","0.0-125.0-0.0","6nhu1nbwba","","","","","","","50T","Only female mosquitoes bite.","true","sentence_ready","","","","",""
"2493","
          <div class=""recording-instructions-box"">
            <h2>Recording in progress</h2>
            <p>Please read the sentence naturally, then click the button when you are done.</p>
            <p class=""sentence-stimulus"">Only female mosquitoes bite.</p>
          </div>
        ","null","html-audio-response","442","1175337","0.0-125.0-1.0","6nhu1nbwba","","","","","11","","50T","Only female mosquitoes bite.","true","sentence_recording","blob:https://charburnham.github.io/18f16bb8-fbb9-48a4-a313-05635b8abeef","1","6nhu1nbwba_50T_audio.webm","",""
"2763","
            <div class=""recording-instructions-box"">
              <h2>Review your recording</h2>
              <p>Listen to your recording for this sentence. If you want, you can record it again before moving on.</p>
              <p class=""sentence-stimulus"">Only female mosquitoes bite.</p>
              <audio controls src=""blob:https://charburnham.github.io/18f16bb8-fbb9-48a4-a313-05635b8abeef"" class=""playback-audio""></audio>
            </div>
          ","0","html-button-response","443","1178103","0.0-125.0-2.0","6nhu1nbwba","","","","","","not_uploaded_rerecorded","50T","Only female mosquitoes bite.","true","sentence_review","","1","6nhu1nbwba_50T_audio.webm","rerecord","null"
"1026","
          <div class=""recording-instructions-box"">
            <h2>Read the sentence aloud</h2>
            <p>Take a moment to get ready. When you are ready to begin, click the button below to start recording.</p>
            <p class=""sentence-stimulus"">Only female mosquitoes bite.</p>
          </div>
        ","0","html-button-response","444","1179132","0.0-125.1-0.1","6nhu1nbwba","","","","","","","50T","Only female mosquitoes bite.","true","sentence_ready","","","","",""
"2636","
          <div class=""recording-instructions-box"">
            <h2>Recording in progress</h2>
            <p>Please read the sentence naturally, then click the button when you are done.</p>
            <p class=""sentence-stimulus"">Only female mosquitoes bite.</p>
          </div>
        ","null","html-audio-response","445","1181854","0.0-125.1-1.1","6nhu1nbwba","","","","","9","","50T","Only female mosquitoes bite.","true","sentence_recording","blob:https://charburnham.github.io/a0c1caca-75f0-4f32-a57c-a2a07b2663e9","2","6nhu1nbwba_50T_audio.webm","",""
"2462","
            <div class=""recording-instructions-box"">
              <h2>Review your recording</h2>
              <p>Listen to your recording for this sentence. If you want, you can record it again before moving on.</p>
              <p class=""sentence-stimulus"">Only female mosquitoes bite.</p>
              <audio controls src=""blob:https://charburnham.github.io/a0c1caca-75f0-4f32-a57c-a2a07b2663e9"" class=""playback-audio""></audio>
            </div>
          ","1","html-button-response","446","1184319","0.0-125.1-2.1","6nhu1nbwba","","","","","","queued","50T","Only female mosquitoes bite.","true","sentence_review","","2","6nhu1nbwba_50T_audio.webm","accepted","6nhu1nbwba_50T_audio.webm"
"4124","
          <div class=""recording-instructions-box"">
            <h2>Read the sentence aloud</h2>
            <p>Take a moment to get ready. When you are ready to begin, click the button below to start recording.</p>
            <p class=""sentence-stimulus"">Montpelier, Vermont is the only U.S. state capital without a McDonalds.</p>
          </div>
        ","0","html-button-response","447","1188447","0.0-126.0-0.0","6nhu1nbwba","","","","","","","29T","Montpelier, Vermont is the only U.S. state capital without a McDonalds.","true","sentence_ready","","","","",""
"2140","
          <div class=""recording-instructions-box"">
            <h2>Recording in progress</h2>
            <p>Please read the sentence naturally, then click the button when you are done.</p>
            <p class=""sentence-stimulus"">Montpelier, Vermont is the only U.S. state capital without a McDonalds.</p>
          </div>
        ","null","html-audio-response","448","1190670","0.0-126.0-1.0","6nhu1nbwba","","","","","16","","29T","Montpelier, Vermont is the only U.S. state capital without a McDonalds.","true","sentence_recording","blob:https://charburnham.github.io/74398d9d-8248-4edb-a286-5d4620dce1ad","1","6nhu1nbwba_29T_audio.webm","",""
"709","
            <div class=""recording-instructions-box"">
              <h2>Review your recording</h2>
              <p>Listen to your recording for this sentence. If you want, you can record it again before moving on.</p>
              <p class=""sentence-stimulus"">Montpelier, Vermont is the only U.S. state capital without a McDonalds.</p>
              <audio controls src=""blob:https://charburnham.github.io/74398d9d-8248-4edb-a286-5d4620dce1ad"" class=""playback-audio""></audio>
            </div>
          ","0","html-button-response","449","1191382","0.0-126.0-2.0","6nhu1nbwba","","","","","","not_uploaded_rerecorded","29T","Montpelier, Vermont is the only U.S. state capital without a McDonalds.","true","sentence_review","","1","6nhu1nbwba_29T_audio.webm","rerecord","null"
"1052","
          <div class=""recording-instructions-box"">
            <h2>Read the sentence aloud</h2>
            <p>Take a moment to get ready. When you are ready to begin, click the button below to start recording.</p>
            <p class=""sentence-stimulus"">Montpelier, Vermont is the only U.S. state capital without a McDonalds.</p>
          </div>
        ","0","html-button-response","450","1192436","0.0-126.1-0.1","6nhu1nbwba","","","","","","","29T","Montpelier, Vermont is the only U.S. state capital without a McDonalds.","true","sentence_ready","","","","",""
"1175","
          <div class=""recording-instructions-box"">
            <h2>Recording in progress</h2>
            <p>Please read the sentence naturally, then click the button when you are done.</p>
            <p class=""sentence-stimulus"">Montpelier, Vermont is the only U.S. state capital without a McDonalds.</p>
          </div>
        ","null","html-audio-response","451","1193687","0.0-126.1-1.1","6nhu1nbwba","","","","","9","","29T","Montpelier, Vermont is the only U.S. state capital without a McDonalds.","true","sentence_recording","blob:https://charburnham.github.io/015ae5de-b858-4ba4-8d4d-6b7e8d20d722","2","6nhu1nbwba_29T_audio.webm","",""
"554","
            <div class=""recording-instructions-box"">
              <h2>Review your recording</h2>
              <p>Listen to your recording for this sentence. If you want, you can record it again before moving on.</p>
              <p class=""sentence-stimulus"">Montpelier, Vermont is the only U.S. state capital without a McDonalds.</p>
              <audio controls src=""blob:https://charburnham.github.io/015ae5de-b858-4ba4-8d4d-6b7e8d20d722"" class=""playback-audio""></audio>
            </div>
          ","0","html-button-response","452","1194244","0.0-126.1-2.1","6nhu1nbwba","","","","","","not_uploaded_rerecorded","29T","Montpelier, Vermont is the only U.S. state capital without a McDonalds.","true","sentence_review","","2","6nhu1nbwba_29T_audio.webm","rerecord","null"
"864","
          <div class=""recording-instructions-box"">
            <h2>Read the sentence aloud</h2>
            <p>Take a moment to get ready. When you are ready to begin, click the button below to start recording.</p>
            <p class=""sentence-stimulus"">Montpelier, Vermont is the only U.S. state capital without a McDonalds.</p>
          </div>
        ","0","html-button-response","453","1195110","0.0-126.2-0.2","6nhu1nbwba","","","","","","","29T","Montpelier, Vermont is the only U.S. state capital without a McDonalds.","true","sentence_ready","","","","",""
"5282","
          <div class=""recording-instructions-box"">
            <h2>Recording in progress</h2>
            <p>Please read the sentence naturally, then click the button when you are done.</p>
            <p class=""sentence-stimulus"">Montpelier, Vermont is the only U.S. state capital without a McDonalds.</p>
          </div>
        ","null","html-audio-response","454","1200471","0.0-126.2-1.2","6nhu1nbwba","","","","","7","","29T","Montpelier, Vermont is the only U.S. state capital without a McDonalds.","true","sentence_recording","blob:https://charburnham.github.io/413325aa-18a5-4c1b-a2be-51a5d00476c1","3","6nhu1nbwba_29T_audio.webm","",""
"466","
            <div class=""recording-instructions-box"">
              <h2>Review your recording</h2>
              <p>Listen to your recording for this sentence. If you want, you can record it again before moving on.</p>
              <p class=""sentence-stimulus"">Montpelier, Vermont is the only U.S. state capital without a McDonalds.</p>
              <audio controls src=""blob:https://charburnham.github.io/413325aa-18a5-4c1b-a2be-51a5d00476c1"" class=""playback-audio""></audio>
            </div>
          ","1","html-button-response","455","1200939","0.0-126.2-2.2","6nhu1nbwba","","","","","","queued","29T","Montpelier, Vermont is the only U.S. state capital without a McDonalds.","true","sentence_review","","3","6nhu1nbwba_29T_audio.webm","accepted","6nhu1nbwba_29T_audio.webm"
"2324","
          <div class=""recording-instructions-box"">
            <h2>Read the sentence aloud</h2>
            <p>Take a moment to get ready. When you are ready to begin, click the button below to start recording.</p>
            <p class=""sentence-stimulus"">There is a type of catfish that can walk on land.</p>
          </div>
        ","0","html-button-response","456","1203268","0.0-127.0-0.0","6nhu1nbwba","","","","","","","23T","There is a type of catfish that can walk on land.","true","sentence_ready","","","","",""
"3520","
          <div class=""recording-instructions-box"">
            <h2>Recording in progress</h2>
            <p>Please read the sentence naturally, then click the button when you are done.</p>
            <p class=""sentence-stimulus"">There is a type of catfish that can walk on land.</p>
          </div>
        ","null","html-audio-response","457","1206871","0.0-127.0-1.0","6nhu1nbwba","","","","","12","","23T","There is a type of catfish that can walk on land.","true","sentence_recording","blob:https://charburnham.github.io/d66f1a81-9128-4f83-9013-4efaa03d2a32","1","6nhu1nbwba_23T_audio.webm","",""
"1839","
            <div class=""recording-instructions-box"">
              <h2>Review your recording</h2>
              <p>Listen to your recording for this sentence. If you want, you can record it again before moving on.</p>
              <p class=""sentence-stimulus"">There is a type of catfish that can walk on land.</p>
              <audio controls src=""blob:https://charburnham.github.io/d66f1a81-9128-4f83-9013-4efaa03d2a32"" class=""playback-audio""></audio>
            </div>
          ","0","html-button-response","458","1208713","0.0-127.0-2.0","6nhu1nbwba","","","","","","not_uploaded_rerecorded","23T","There is a type of catfish that can walk on land.","true","sentence_review","","1","6nhu1nbwba_23T_audio.webm","rerecord","null"
"603","
          <div class=""recording-instructions-box"">
            <h2>Read the sentence aloud</h2>
            <p>Take a moment to get ready. When you are ready to begin, click the button below to start recording.</p>
            <p class=""sentence-stimulus"">There is a type of catfish that can walk on land.</p>
          </div>
        ","0","html-button-response","459","1209318","0.0-127.1-0.1","6nhu1nbwba","","","","","","","23T","There is a type of catfish that can walk on land.","true","sentence_ready","","","","",""
"3903","
          <div class=""recording-instructions-box"">
            <h2>Recording in progress</h2>
            <p>Please read the sentence naturally, then click the button when you are done.</p>
            <p class=""sentence-stimulus"">There is a type of catfish that can walk on land.</p>
          </div>
        ","null","html-audio-response","460","1213304","0.0-127.1-1.1","6nhu1nbwba","","","","","13","","23T","There is a type of catfish that can walk on land.","true","sentence_recording","blob:https://charburnham.github.io/8d3ac040-4284-4fe3-bc47-48ed228fc2bf","2","6nhu1nbwba_23T_audio.webm","",""
"532","
            <div class=""recording-instructions-box"">
              <h2>Review your recording</h2>
              <p>Listen to your recording for this sentence. If you want, you can record it again before moving on.</p>
              <p class=""sentence-stimulus"">There is a type of catfish that can walk on land.</p>
              <audio controls src=""blob:https://charburnham.github.io/8d3ac040-4284-4fe3-bc47-48ed228fc2bf"" class=""playback-audio""></audio>
            </div>
          ","1","html-button-response","461","1213839","0.0-127.1-2.1","6nhu1nbwba","","","","","","queued","23T","There is a type of catfish that can walk on land.","true","sentence_review","","2","6nhu1nbwba_23T_audio.webm","accepted","6nhu1nbwba_23T_audio.webm"
"1239","
          <div class=""recording-instructions-box"">
            <h2>Read the sentence aloud</h2>
            <p>Take a moment to get ready. When you are ready to begin, click the button below to start recording.</p>
            <p class=""sentence-stimulus"">Owls cannot see the color blue.</p>
          </div>
        ","0","html-button-response","462","1215082","0.0-128.0-0.0","6nhu1nbwba","","","","","","","F13F","Owls cannot see the color blue.","false","sentence_ready","","","","",""
"2847","
          <div class=""recording-instructions-box"">
            <h2>Recording in progress</h2>
            <p>Please read the sentence naturally, then click the button when you are done.</p>
            <p class=""sentence-stimulus"">Owls cannot see the color blue.</p>
          </div>
        ","null","html-audio-response","463","1217987","0.0-128.0-1.0","6nhu1nbwba","","","","","3","","F13F","Owls cannot see the color blue.","false","sentence_recording","blob:https://charburnham.github.io/20a4404f-5a78-49a5-bff4-199eaf7e3799","1","6nhu1nbwba_F13F_audio.webm","",""
"560","
            <div class=""recording-instructions-box"">
              <h2>Review your recording</h2>
              <p>Listen to your recording for this sentence. If you want, you can record it again before moving on.</p>
              <p class=""sentence-stimulus"">Owls cannot see the color blue.</p>
              <audio controls src=""blob:https://charburnham.github.io/20a4404f-5a78-49a5-bff4-199eaf7e3799"" class=""playback-audio""></audio>
            </div>
          ","1","html-button-response","464","1218549","0.0-128.0-2.0","6nhu1nbwba","","","","","","queued","F13F","Owls cannot see the color blue.","false","sentence_review","","1","6nhu1nbwba_F13F_audio.webm","accepted","6nhu1nbwba_F13F_audio.webm"
"806","
          <div class=""recording-instructions-box"">
            <h2>Read the sentence aloud</h2>
            <p>Take a moment to get ready. When you are ready to begin, click the button below to start recording.</p>
            <p class=""sentence-stimulus"">China has five official time zones.</p>
          </div>
        ","0","html-button-response","465","1219359","0.0-129.0-0.0","6nhu1nbwba","","","","","","","F5F","China has five official time zones.","false","sentence_ready","","","","",""
"3788","
          <div class=""recording-instructions-box"">
            <h2>Recording in progress</h2>
            <p>Please read the sentence naturally, then click the button when you are done.</p>
            <p class=""sentence-stimulus"">China has five official time zones.</p>
          </div>
        ","null","html-audio-response","466","1223221","0.0-129.0-1.0","6nhu1nbwba","","","","","6","","F5F","China has five official time zones.","false","sentence_recording","blob:https://charburnham.github.io/d68611da-6225-42a7-b610-36b7cf0f2d14","1","6nhu1nbwba_F5F_audio.webm","",""
"664","
            <div class=""recording-instructions-box"">
              <h2>Review your recording</h2>
              <p>Listen to your recording for this sentence. If you want, you can record it again before moving on.</p>
              <p class=""sentence-stimulus"">China has five official time zones.</p>
              <audio controls src=""blob:https://charburnham.github.io/d68611da-6225-42a7-b610-36b7cf0f2d14"" class=""playback-audio""></audio>
            </div>
          ","1","html-button-response","467","1223888","0.0-129.0-2.0","6nhu1nbwba","","","","","","queued","F5F","China has five official time zones.","false","sentence_review","","1","6nhu1nbwba_F5F_audio.webm","accepted","6nhu1nbwba_F5F_audio.webm"
"593","
          <div class=""recording-instructions-box"">
            <h2>Read the sentence aloud</h2>
            <p>Take a moment to get ready. When you are ready to begin, click the button below to start recording.</p>
            <p class=""sentence-stimulus"">The blue whale is the largest animal that has ever lived on earth.</p>
          </div>
        ","0","html-button-response","468","1224484","0.0-130.0-0.0","6nhu1nbwba","","","","","","","F16T","The blue whale is the largest animal that has ever lived on earth.","true","sentence_ready","","","","",""
"5186","
          <div class=""recording-instructions-box"">
            <h2>Recording in progress</h2>
            <p>Please read the sentence naturally, then click the button when you are done.</p>
            <p class=""sentence-stimulus"">The blue whale is the largest animal that has ever lived on earth.</p>
          </div>
        ","null","html-audio-response","469","1229755","0.0-130.0-1.0","6nhu1nbwba","","","","","9","","F16T","The blue whale is the largest animal that has ever lived on earth.","true","sentence_recording","blob:https://charburnham.github.io/726c4766-e0f0-4102-85f4-ccd776449af8","1","6nhu1nbwba_F16T_audio.webm","",""
"1977","
            <div class=""recording-instructions-box"">
              <h2>Review your recording</h2>
              <p>Listen to your recording for this sentence. If you want, you can record it again before moving on.</p>
              <p class=""sentence-stimulus"">The blue whale is the largest animal that has ever lived on earth.</p>
              <audio controls src=""blob:https://charburnham.github.io/726c4766-e0f0-4102-85f4-ccd776449af8"" class=""playback-audio""></audio>
            </div>
          ","1","html-button-response","470","1231735","0.0-130.0-2.0","6nhu1nbwba","","","","","","queued","F16T","The blue whale is the largest animal that has ever lived on earth.","true","sentence_review","","1","6nhu1nbwba_F16T_audio.webm","accepted","6nhu1nbwba_F16T_audio.webm"
"870","
          <div class=""recording-instructions-box"">
            <h2>Read the sentence aloud</h2>
            <p>Take a moment to get ready. When you are ready to begin, click the button below to start recording.</p>
            <p class=""sentence-stimulus"">A ball of rubber will bounce higher than a ball of glass.</p>
          </div>
        ","0","html-button-response","471","1232610","0.0-131.0-0.0","6nhu1nbwba","","","","","","","F2F","A ball of rubber will bounce higher than a ball of glass.","false","sentence_ready","","","","",""
"4476","
          <div class=""recording-instructions-box"">
            <h2>Recording in progress</h2>
            <p>Please read the sentence naturally, then click the button when you are done.</p>
            <p class=""sentence-stimulus"">A ball of rubber will bounce higher than a ball of glass.</p>
          </div>
        ","null","html-audio-response","472","1237154","0.0-131.0-1.0","6nhu1nbwba","","","","","6","","F2F","A ball of rubber will bounce higher than a ball of glass.","false","sentence_recording","blob:https://charburnham.github.io/fa69abb8-0dc8-415f-9629-a682c47d8bf8","1","6nhu1nbwba_F2F_audio.webm","",""
"563","
            <div class=""recording-instructions-box"">
              <h2>Review your recording</h2>
              <p>Listen to your recording for this sentence. If you want, you can record it again before moving on.</p>
              <p class=""sentence-stimulus"">A ball of rubber will bounce higher than a ball of glass.</p>
              <audio controls src=""blob:https://charburnham.github.io/fa69abb8-0dc8-415f-9629-a682c47d8bf8"" class=""playback-audio""></audio>
            </div>
          ","1","html-button-response","473","1237720","0.0-131.0-2.0","6nhu1nbwba","","","","","","queued","F2F","A ball of rubber will bounce higher than a ball of glass.","false","sentence_review","","1","6nhu1nbwba_F2F_audio.webm","accepted","6nhu1nbwba_F2F_audio.webm"
"1001","
          <div class=""recording-instructions-box"">
            <h2>Read the sentence aloud</h2>
            <p>Take a moment to get ready. When you are ready to begin, click the button below to start recording.</p>
            <p class=""sentence-stimulus"">A group of crows is called a murder.</p>
          </div>
        ","0","html-button-response","474","1238726","0.0-132.0-0.0","6nhu1nbwba","","","","","","","34T","A group of crows is called a murder.","true","sentence_ready","","","","",""
"3413","
          <div class=""recording-instructions-box"">
            <h2>Recording in progress</h2>
            <p>Please read the sentence naturally, then click the button when you are done.</p>
            <p class=""sentence-stimulus"">A group of crows is called a murder.</p>
          </div>
        ","null","html-audio-response","475","1242204","0.0-132.0-1.0","6nhu1nbwba","","","","","3","","34T","A group of crows is called a murder.","true","sentence_recording","blob:https://charburnham.github.io/92c56391-8bde-4d5f-b6bc-159c212fa006","1","6nhu1nbwba_34T_audio.webm","",""
"501","
            <div class=""recording-instructions-box"">
              <h2>Review your recording</h2>
              <p>Listen to your recording for this sentence. If you want, you can record it again before moving on.</p>
              <p class=""sentence-stimulus"">A group of crows is called a murder.</p>
              <audio controls src=""blob:https://charburnham.github.io/92c56391-8bde-4d5f-b6bc-159c212fa006"" class=""playback-audio""></audio>
            </div>
          ","1","html-button-response","476","1242708","0.0-132.0-2.0","6nhu1nbwba","","","","","","queued","34T","A group of crows is called a murder.","true","sentence_review","","1","6nhu1nbwba_34T_audio.webm","accepted","6nhu1nbwba_34T_audio.webm"
"600","
          <div class=""recording-instructions-box"">
            <h2>Read the sentence aloud</h2>
            <p>Take a moment to get ready. When you are ready to begin, click the button below to start recording.</p>
            <p class=""sentence-stimulus"">The speed limit in New York City was nine mph in 1895.</p>
          </div>
        ","0","html-button-response","477","1243313","0.0-133.0-0.0","6nhu1nbwba","","","","","","","15T","The speed limit in New York City was nine mph in 1895.","true","sentence_ready","","","","",""
"2777","
          <div class=""recording-instructions-box"">
            <h2>Recording in progress</h2>
            <p>Please read the sentence naturally, then click the button when you are done.</p>
            <p class=""sentence-stimulus"">The speed limit in New York City was nine mph in 1895.</p>
          </div>
        ","null","html-audio-response","478","1246170","0.0-133.0-1.0","6nhu1nbwba","","","","","13","","15T","The speed limit in New York City was nine mph in 1895.","true","sentence_recording","blob:https://charburnham.github.io/90ea5d33-f0d7-4d3e-9cc0-d2ab49e98342","1","6nhu1nbwba_15T_audio.webm","",""
"746","
            <div class=""recording-instructions-box"">
              <h2>Review your recording</h2>
              <p>Listen to your recording for this sentence. If you want, you can record it again before moving on.</p>
              <p class=""sentence-stimulus"">The speed limit in New York City was nine mph in 1895.</p>
              <audio controls src=""blob:https://charburnham.github.io/90ea5d33-f0d7-4d3e-9cc0-d2ab49e98342"" class=""playback-audio""></audio>
            </div>
          ","0","html-button-response","479","1246919","0.0-133.0-2.0","6nhu1nbwba","","","","","","not_uploaded_rerecorded","15T","The speed limit in New York City was nine mph in 1895.","true","sentence_review","","1","6nhu1nbwba_15T_audio.webm","rerecord","null"
"937","
          <div class=""recording-instructions-box"">
            <h2>Read the sentence aloud</h2>
            <p>Take a moment to get ready. When you are ready to begin, click the button below to start recording.</p>
            <p class=""sentence-stimulus"">The speed limit in New York City was nine mph in 1895.</p>
          </div>
        ","0","html-button-response","480","1247859","0.0-133.1-0.1","6nhu1nbwba","","","","","","","15T","The speed limit in New York City was nine mph in 1895.","true","sentence_ready","","","","",""
"5642","
          <div class=""recording-instructions-box"">
            <h2>Recording in progress</h2>
            <p>Please read the sentence naturally, then click the button when you are done.</p>
            <p class=""sentence-stimulus"">The speed limit in New York City was nine mph in 1895.</p>
          </div>
        ","null","html-audio-response","481","1253572","0.0-133.1-1.1","6nhu1nbwba","","","","","7","","15T","The speed limit in New York City was nine mph in 1895.","true","sentence_recording","blob:https://charburnham.github.io/42da1b30-9683-4574-85b9-072f567ca137","2","6nhu1nbwba_15T_audio.webm","",""
"537","
            <div class=""recording-instructions-box"">
              <h2>Review your recording</h2>
              <p>Listen to your recording for this sentence. If you want, you can record it again before moving on.</p>
              <p class=""sentence-stimulus"">The speed limit in New York City was nine mph in 1895.</p>
              <audio controls src=""blob:https://charburnham.github.io/42da1b30-9683-4574-85b9-072f567ca137"" class=""playback-audio""></audio>
            </div>
          ","1","html-button-response","482","1254112","0.0-133.1-2.1","6nhu1nbwba","","","","","","queued","15T","The speed limit in New York City was nine mph in 1895.","true","sentence_review","","2","6nhu1nbwba_15T_audio.webm","accepted","6nhu1nbwba_15T_audio.webm"
